movie_id,cast,crew
2454,"[{""cast_id"": 1, ""character"": ""Prince Caspian"", ""credit_id"": ""52fe4358c3a36847f804d6ad"", ""gender"": 2, ""id"": 25130, ""name"": ""Ben Barnes"", ""order"": 0}, {""cast_id"": 3, ""character"": ""Peter Pevensie"", ""credit_id"": ""52fe4358c3a36847f804d6b5"", ""gender"": 2, ""id"": 5528, ""name"": ""William Moseley"", ""order"": 1}, {""cast_id"": 4, ""character"": ""Susan Pevensie"", ""credit_id"": ""52fe4358c3a36847f804d6b9"", ""gender"": 1, ""id"": 5529, ""name"": ""Anna Popplewell"", ""order"": 2}]","[{""credit_id"": ""52fe4359c3a36847f804d6f3"", ""department"": ""Directing"", ""gender"": 2, ""id"": 5524, ""job"": ""Director"", ""name"": ""Andrew Adamson""}]"
24428,"[{""cast_id"": 46, ""character"": ""Tony Stark / Iron Man"", ""credit_id"": ""52fe4495c3a368484e02b251"", ""gender"": 2, ""id"": 3223, ""name"": ""Robert Downey Jr."", ""order"": 0}, {""cast_id"": 2, ""character"": ""Steve Rogers / Captain America"", ""credit_id"": ""52fe4495c3a368484e02b19b"", ""gender"": 2, ""id"": 16828, ""name"": ""Chris Evans"", ""order"": 1}, {""cast_id"": 32, ""character"": ""Bruce Banner / The Hulk"", ""credit_id"": ""52fe4495c3a368484e02b221"", ""gender"": 2, ""id"": 103, ""name"": ""Mark Ruffalo"", ""order"": 2}]","[{""credit_id"": ""52fe4495c3a368484e02b1a1"", ""department"": ""Directing"", ""gender"": 2, ""id"": 12891, ""job"": ""Director"", ""name"": ""Joss Whedon""}]"
1865,"[{""cast_id"": 15, ""character"": ""Captain Jack Sparrow"", ""credit_id"": ""52fe431cc3a36847f803af13"", ""gender"": 2, ""id"": 85, ""name"": ""Johnny Depp"", ""order"": 0}, {""cast_id"": 7, ""character"": ""Angelica Teach"", ""credit_id"": ""52fe431cc3a36847f803aef5"", ""gender"": 1, ""id"": 955, ""name"": ""Pen\u00e9lope Cruz"", ""order"": 1}, {""cast_id"": 2, ""character"": ""Captain Edward \""Blackbeard\"" Teach"", ""credit_id"": ""52fe431cc3a36847f803aed9"", ""gender"": 2, ""id"": 6972, ""name"": ""Ian McShane"", ""order"": 2}]","[{""credit_id"": ""52fe431cc3a36847f803af0f"", ""department"": ""Directing"", ""gender"": 2, ""id"": 17633, ""job"": ""Director"", ""name"": ""Rob Marshall""}]"
41154,"[{""cast_id"": 4, ""character"": ""Agent J"", ""credit_id"": ""52fe45b7c3a36847f80d6875"", ""gender"": 2, ""id"": 2888, ""name"": ""Will Smith"", ""order"": 0}, {""cast_id"": 5, ""character"": ""Agent K"", ""credit_id"": ""52fe45b7c3a36847f80d6879"", ""gender"": 2, ""id"": 2176, ""name"": ""Tommy Lee Jones"", ""order"": 1}, {""cast_id"": 6, ""character"": ""Young Agent K"", ""credit_id"": ""52fe45b7c3a36847f80d687d"", ""gender"": 2, ""id"": 16851, ""name"": ""Josh Brolin"", ""order"": 2}]","[{""credit_id"": ""52fe45b7c3a36847f80d6883"", ""department"": ""Directing"", ""gender"": 2, ""id"": 5174, ""job"": ""Director"", ""name"": ""Barry Sonnenfeld""}]"
122917,"[{""cast_id"": 10, ""character"": ""Bilbo Baggins"", ""credit_id"": ""52fe4a87c3a368484e158b93"", ""gender"": 2, ""id"": 7060, ""name"": ""Martin Freeman"", ""order"": 0}, {""cast_id"": 20, ""character"": ""Gandalf"", ""credit_id"": ""52fe4a87c3a368484e158bb7"", ""gender"": 2, ""id"": 1327, ""name"": ""Ian McKellen"", ""order"": 1}, {""cast_id"": 17, ""character"": ""Thorin Oakenshield"", ""credit_id"": ""52fe4a87c3a368484e158bab"", ""gender"": 2, ""id"": 30315, ""name"": ""Richard Armitage"", ""order"": 2}]","[{""credit_id"": ""52fe4a87c3a368484e158b65"", ""department"": ""Directing"", ""gender"": 2, ""id"": 108, ""job"": ""Director"", ""name"": ""Peter Jackson""}]"
1930,"[{""cast_id"": 56, ""character"": ""Peter Parker / Spider-Man"", ""credit_id"": ""531325d5c3a368299b0040db"", ""gender"": 2, ""id"": 37625, ""name"": ""Andrew Garfield"", ""order"": 0}, {""cast_id"": 57, ""character"": ""Gwen Stacy"", ""credit_id"": ""531325e8c3a36829ef003f5b"", ""gender"": 1, ""id"": 54693, ""name"": ""Emma Stone"", ""order"": 1}, {""cast_id"": 58, ""character"": ""Dr. Curt Connors / The Lizard"", ""credit_id"": ""53132617c3a3682a10003f35"", ""gender"": 2, ""id"": 7026, ""name"": ""Rhys Ifans"", ""order"": 2}]","[{""credit_id"": ""52fe4323c3a36847f803d167"", ""department"": ""Directing"", ""gender"": 2, ""id"": 87742, ""job"": ""Director"", ""name"": ""Marc Webb""}]"
20662,"[{""cast_id"": 1, ""character"": ""Robin Longstride"", ""credit_id"": ""52fe43f2c3a368484e007699"", ""gender"": 2, ""id"": 934, ""name"": ""Russell Crowe"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Marion Loxley"", ""credit_id"": ""52fe43f2c3a368484e00769d"", ""gender"": 1, ""id"": 112, ""name"": ""Cate Blanchett"", ""order"": 1}, {""cast_id"": 14, ""character"": ""Sir Walter Loxley"", ""credit_id"": ""52fe43f2c3a368484e0076dd"", ""gender"": 2, ""id"": 2201, ""name"": ""Max von Sydow"", ""order"": 2}]","[{""credit_id"": ""52fe43f2c3a368484e0076a7"", ""department"": ""Directing"", ""gender"": 2, ""id"": 578, ""job"": ""Director"", ""name"": ""Ridley Scott""}]"
57158,"[{""cast_id"": 3, ""character"": ""Bilbo Baggins"", ""credit_id"": ""52fe4926c3a36847f818b775"", ""gender"": 2, ""id"": 7060, ""name"": ""Martin Freeman"", ""order"": 0}, {""cast_id"": 7, ""character"": ""Gandalf"", ""credit_id"": ""52fe4926c3a36847f818b779"", ""gender"": 2, ""id"": 1327, ""name"": ""Ian McKellen"", ""order"": 1}, {""cast_id"": 26, ""character"": ""Thorin Oakenshield"", ""credit_id"": ""52fe4926c3a36847f818b7c9"", ""gender"": 2, ""id"": 30315, ""name"": ""Richard Armitage"", ""order"": 2}]","[{""credit_id"": ""52fe4926c3a36847f818b771"", ""department"": ""Directing"", ""gender"": 2, ""id"": 108, ""job"": ""Director"", ""name"": ""Peter Jackson""}]"
2268,"[{""cast_id"": 43, ""character"": ""Lyra Belacqua"", ""credit_id"": ""52fe4348c3a36847f80486af"", ""gender"": 1, ""id"": 45589, ""name"": ""Dakota Blue Richards"", ""order"": 0}, {""cast_id"": 21, ""character"": ""Marisa Coulter"", ""credit_id"": ""52fe4348c3a36847f8048651"", ""gender"": 1, ""id"": 2227, ""name"": ""Nicole Kidman"", ""order"": 1}, {""cast_id"": 22, ""character"": ""Lord Asriel"", ""credit_id"": ""52fe4348c3a36847f8048655"", ""gender"": 2, ""id"": 8784, ""name"": ""Daniel Craig"", ""order"": 2}]","[{""credit_id"": ""52fe4348c3a36847f80485e1"", ""department"": ""Directing"", ""gender"": 0, ""id"": 3288, ""job"": ""Director"", ""name"": ""Chris Weitz""}]"
254,"[{""cast_id"": 5, ""character"": ""Ann Darrow"", ""credit_id"": ""52fe422ec3a36847f800a19f"", ""gender"": 1, ""id"": 3489, ""name"": ""Naomi Watts"", ""order"": 0}, {""cast_id"": 6, ""character"": ""Carl Denham"", ""credit_id"": ""52fe422ec3a36847f800a1a3"", ""gender"": 2, ""id"": 70851, ""name"": ""Jack Black"", ""order"": 1}, {""cast_id"": 7, ""character"": ""Jack Driscoll"", ""credit_id"": ""52fe422ec3a36847f800a1a7"", ""gender"": 2, ""id"": 3490, ""name"": ""Adrien Brody"", ""order"": 2}]","[{""credit_id"": ""52fe422ec3a36847f800a189"", ""department"": ""Directing"", ""gender"": 2, ""id"": 108, ""job"": ""Director"", ""name"": ""Peter Jackson""}]"
597,"[{""cast_id"": 20, ""character"": ""Rose DeWitt Bukater"", ""credit_id"": ""52fe425ac3a36847f80179cb"", ""gender"": 1, ""id"": 204, ""name"": ""Kate Winslet"", ""order"": 0}, {""cast_id"": 21, ""character"": ""Jack Dawson"", ""credit_id"": ""52fe425ac3a36847f80179cf"", ""gender"": 2, ""id"": 6193, ""name"": ""Leonardo DiCaprio"", ""order"": 1}, {""cast_id"": 22, ""character"": ""Ruth Dewitt Bukater"", ""credit_id"": ""52fe425ac3a36847f80179d3"", ""gender"": 1, ""id"": 3713, ""name"": ""Frances Fisher"", ""order"": 2}]","[{""credit_id"": ""52fe425ac3a36847f801795b"", ""department"": ""Directing"", ""gender"": 2, ""id"": 2710, ""job"": ""Director"", ""name"": ""James Cameron""}]"
271110,"[{""cast_id"": 9, ""character"": ""Steve Rogers / Captain America"", ""credit_id"": ""543ecb490e0a2667450001db"", ""gender"": 2, ""id"": 16828, ""name"": ""Chris Evans"", ""order"": 0}, {""cast_id"": 10, ""character"": ""Tony Stark / Iron Man"", ""credit_id"": ""543ecb5fc3a3684fe90001a9"", ""gender"": 2, ""id"": 3223, ""name"": ""Robert Downey Jr."", ""order"": 1}, {""cast_id"": 14, ""character"": ""Natasha Romanoff / Black Widow"", ""credit_id"": ""54b95becc3a3686c6800520e"", ""gender"": 1, ""id"": 1245, ""name"": ""Scarlett Johansson"", ""order"": 2}]","[{""credit_id"": ""537d792c0e0a2624c0001210"", ""department"": ""Directing"", ""gender"": 2, ""id"": 19271, ""job"": ""Director"", ""name"": ""Anthony Russo""}, {""credit_id"": ""537d793e0e0a2624bd001166"", ""department"": ""Directing"", ""gender"": 2, ""id"": 19272, ""job"": ""Director"", ""name"": ""Joe Russo""}]"
44833,"[{""cast_id"": 3, ""character"": ""Lieutenant Alex Hopper"", ""credit_id"": ""52fe469ec3a36847f8108ccb"", ""gender"": 2, ""id"": 60900, ""name"": ""Taylor Kitsch"", ""order"": 0}, {""cast_id"": 8, ""character"": ""Commander Stone Hopper"", ""credit_id"": ""52fe469ec3a36847f8108cd7"", ""gender"": 2, ""id"": 28846, ""name"": ""Alexander Skarsg\u00e5rd"", ""order"": 1}, {""cast_id"": 4, ""character"": ""Petty Officer Cora 'Weps' Raikes"", ""credit_id"": ""52fe469ec3a36847f8108ccf"", ""gender"": 1, ""id"": 131519, ""name"": ""Rihanna"", ""order"": 2}]","[{""credit_id"": ""52fe469ec3a36847f8108cc7"", ""department"": ""Directing"", ""gender"": 2, ""id"": 36602, ""job"": ""Director"", ""name"": ""Peter Berg""}]"
135397,"[{""cast_id"": 10, ""character"": ""Owen Grady"", ""credit_id"": ""5311015a9251410fe600151d"", ""gender"": 2, ""id"": 73457, ""name"": ""Chris Pratt"", ""order"": 0}, {""cast_id"": 11, ""character"": ""Claire Dearing"", ""credit_id"": ""53110162925141104200157d"", ""gender"": 1, ""id"": 18997, ""name"": ""Bryce Dallas Howard"", ""order"": 1}, {""cast_id"": 15, ""character"": ""Simon Masrani"", ""credit_id"": ""531101a3925141104d00157b"", ""gender"": 2, ""id"": 76793, ""name"": ""Irrfan Khan"", ""order"": 2}]","[{""credit_id"": ""52fe4bf7c3a368484e1a0695"", ""department"": ""Directing"", ""gender"": 2, ""id"": 930707, ""job"": ""Director"", ""name"": ""Colin Trevorrow""}]"
37724,"[{""cast_id"": 1, ""character"": ""James Bond"", ""credit_id"": ""52fe46689251416c91053743"", ""gender"": 2, ""id"": 8784, ""name"": ""Daniel Craig"", ""order"": 0}, {""cast_id"": 29, ""character"": ""M"", ""credit_id"": ""52fe46689251416c91053783"", ""gender"": 1, ""id"": 5309, ""name"": ""Judi Dench"", ""order"": 1}, {""cast_id"": 12, ""character"": ""Silva"", ""credit_id"": ""52fe46689251416c91053759"", ""gender"": 2, ""id"": 3810, ""name"": ""Javier Bardem"", ""order"": 2}]","[{""credit_id"": ""52fe46689251416c91053755"", ""department"": ""Directing"", ""gender"": 2, ""id"": 39, ""job"": ""Director"", ""name"": ""Sam Mendes""}]"
558,"[{""cast_id"": 33, ""character"": ""Peter Parker / Spider-Man"", ""credit_id"": ""52fe4252c3a36847f801509f"", ""gender"": 2, ""id"": 2219, ""name"": ""Tobey Maguire"", ""order"": 0}, {""cast_id"": 37, ""character"": ""Mary Jane Watson"", ""credit_id"": ""52fe4252c3a36847f80150af"", ""gender"": 1, ""id"": 205, ""name"": ""Kirsten Dunst"", ""order"": 1}, {""cast_id"": 38, ""character"": ""Harry Osborn"", ""credit_id"": ""52fe4252c3a36847f80150b3"", ""gender"": 2, ""id"": 17051, ""name"": ""James Franco"", ""order"": 2}]","[{""credit_id"": ""52fe4252c3a36847f8015009"", ""department"": ""Directing"", ""gender"": 2, ""id"": 7623, ""job"": ""Director"", ""name"": ""Sam Raimi""}]"
68721,"[{""cast_id"": 40, ""character"": ""Tony Stark / Iron Man"", ""credit_id"": ""52fe47a0c3a368484e0d15ff"", ""gender"": 2, ""id"": 3223, ""name"": ""Robert Downey Jr."", ""order"": 0}, {""cast_id"": 6, ""character"": ""Virginia \""Pepper\"" Potts"", ""credit_id"": ""52fe479fc3a368484e0d157b"", ""gender"": 1, ""id"": 12052, ""name"": ""Gwyneth Paltrow"", ""order"": 1}, {""cast_id"": 8, ""character"": ""Colonel James \"" Rhodey\"" Rhodes"", ""credit_id"": ""52fe479fc3a368484e0d157f"", ""gender"": 2, ""id"": 1896, ""name"": ""Don Cheadle"", ""order"": 2}]","[{""credit_id"": ""52fe479fc3a368484e0d1577"", ""department"": ""Directing"", ""gender"": 2, ""id"": 1108, ""job"": ""Director"", ""name"": ""Shane Black""}]"
12155,"[{""cast_id"": 7, ""character"": ""Alice Kingsleigh"", ""credit_id"": ""52fe44c09251416c7503fb2d"", ""gender"": 1, ""id"": 76070, ""name"": ""Mia Wasikowska"", ""order"": 0}, {""cast_id"": 13, ""character"": ""The Mad Hatter"", ""credit_id"": ""52fe44c09251416c7503fb35"", ""gender"": 2, ""id"": 85, ""name"": ""Johnny Depp"", ""order"": 1}, {""cast_id"": 3, ""character"": ""The White Queen"", ""credit_id"": ""52fe44c09251416c7503fb21"", ""gender"": 1, ""id"": 1813, ""name"": ""Anne Hathaway"", ""order"": 2}]","[{""credit_id"": ""52fe44c09251416c7503fb1d"", ""department"": ""Directing"", ""gender"": 2, ""id"": 510, ""job"": ""Director"", ""name"": ""Tim Burton""}]"
36668,"[{""cast_id"": 4, ""character"": ""Logan / Wolverine"", ""credit_id"": ""52fe45ff9251416c910459eb"", ""gender"": 2, ""id"": 6968, ""name"": ""Hugh Jackman"", ""order"": 0}, {""cast_id"": 5, ""character"": ""Ororo Munroe / Storm"", ""credit_id"": ""52fe45ff9251416c910459ef"", ""gender"": 1, ""id"": 4587, ""name"": ""Halle Berry"", ""order"": 1}, {""cast_id"": 6, ""character"": ""Eric Lehnsherr / Magneto"", ""credit_id"": ""52fe45ff9251416c910459f3"", ""gender"": 2, ""id"": 1327, ""name"": ""Ian McKellen"", ""order"": 2}]","[{""credit_id"": ""52fe45ff9251416c910459db"", ""department"": ""Directing"", ""gender"": 2, ""id"": 11091, ""job"": ""Director"", ""name"": ""Brett Ratner""}]"
62211,"[{""cast_id"": 6, ""character"": ""Michael \""Mike\"" Wazowski (voice)"", ""credit_id"": ""52fe4675c3a368484e091dcd"", ""gender"": 2, ""id"": 7904, ""name"": ""Billy Crystal"", ""order"": 0}, {""cast_id"": 5, ""character"": ""James P. \""Sulley\"" Sullivan (voice)"", ""credit_id"": ""52fe4675c3a368484e091dc9"", ""gender"": 2, ""id"": 1230, ""name"": ""John Goodman"", ""order"": 1}, {""cast_id"": 3, ""character"": ""Randall Boggs (voice)"", ""credit_id"": ""52fe4675c3a368484e091dc5"", ""gender"": 2, ""id"": 884, ""name"": ""Steve Buscemi"", ""order"": 2}]","[{""credit_id"": ""52fe4675c3a368484e091dd3"", ""department"": ""Directing"", ""gender"": 2, ""id"": 225976, ""job"": ""Director"", ""name"": ""Dan Scanlon""}]"
